fid ID Froh Froh_1to2Mb Froh_2to4Mb Froh_4to8Mb Froh_8to16Mb Froh_from16Mb
LAB LAB1 0.273084399792396 0.0481543876861552 0.0449992221519552 0.0758874022791703 0.0589649711420235 0.0450784165330916
LAB LAB10 0.373790437759173 0.0341384182998903 0.0306447553086457 0.0604279802957444 0.121591289100127 0.126987994754765
LAB LAB11 0.268467654716378 0.0406688708234556 0.0373604791580321 0.0611618128391848 0.0591066449060547 0.0697126822656131
LAB LAB12 0.173483880968743 0.0389055479488133 0.0482897264339688 0.0392261235532039 0.0338016106975423 0.0132608723352146
LAB LAB13 0.136797051053785 0.03106508188968 0.0162763779709754 0.0228962631029344 0.00924922148422129 0.0568529418819369
LAB LAB14 0.150487612247623 0.0503638757181464 0.0332184957860791 0.0399441902952147 0.0269610504481832 0
LAB LAB15 0.238056533237488 0.0306420421482619 0.0284861736108105 0.0569852270855803 0.0361163380715844 0.0848870655736831
LAB LAB16 0.204085305421376 0.0343634662717823 0.0311792224831788 0.0622576129480427 0.0353288761236964 0.0409561275946754
LAB LAB17 0.165429628039796 0.0315721447224808 0.0444374889435321 0.0537794042575136 0.0348801042297551 0
LAB LAB18 0.200774319945327 0.0430916261014038 0.0333754700167433 0.057600848648648 0.0430881279039835 0.023618247274548
LAB LAB19 0.379839863362675 0.0330136144763694 0.0423450739759896 0.048153035199186 0.130133692880181 0.126194446830949
LAB LAB2 0.21049411253525 0.032494293949467 0.0391197893817844 0.0226179670426087 0.0586540477877388 0.0571508496496133
LAB LAB20 0.230104289451545 0.0383527922550411 0.0376907328644618 0.0522528109816213 0.0299715421015102 0.0713792465248734
LAB LAB21 0.234474467837385 0.0398661415855822 0.0578200196144046 0.067500944253707 0.0455829648345283 0.0237043975491631
LAB LAB22 0.168941221070141 0.0325494456019114 0.0257126015679421 0.040335339953634 0.0259074238904643 0.0439792453321514
LAB LAB23 0.13422711899697 0.0396884341045343 0.0239652991362709 0.0393498888214133 0.0237525635784057 0.00747093335634592
LAB LAB24 0.18876213217381 0.0328634961783757 0.031529961261434 0.0278319736387734 0.0403839833819086 0.0556955529892811
LAB LAB25 0.212976201015829 0.0354107194662493 0.0503398541018664 0.057997554318366 0.0369612197481847 0.0318096886571249
LAB LAB26 0.202690762958266 0.0267339575883793 0.0253684162547396 0.0557382009233934 0.0308614026948616 0.063531620772855
LAB LAB27 0.228133930508565 0.036638762123061 0.0525792187821298 0.0238095688144566 0.0417741779807282 0.0728750380841523
LAB LAB28 0.168727573369901 0.0399942689366445 0.0458427961516038 0.0448681222594465 0.0284168990472881 0.00914832225088032
LAB LAB29 0.217376166860772 0.0376236733807445 0.0363154600014545 0.0419253450054766 0.0381088547064642 0.0629456690425945
LAB LAB3 0.261578441128836 0.0387868052803489 0.0691985058425414 0.0683280725460843 0.0756934037715843 0.0095716536882774
LAB LAB30 0.218978397291799 0.0377630355510868 0.0296320157375263 0.0553787431498188 0.0475051241407525 0.0474637563081965
LAB LAB31 0.213318527144172 0.0320589086173747 0.038692939496286 0.0287269731655689 0.0378183582571555 0.0755641828837499
LAB LAB32 0.165787088751535 0.0352764639144346 0.0428510661078926 0.0409372410340495 0.0293461054211578 0.0173762122740009
LAB LAB33 0.27431503367464 0.0281145951583801 0.0332163668793845 0.0358879521842576 0.0650387234146168 0.111600231313963
LAB LAB34 0.165206970509989 0.0281867927138103 0.0284161855339332 0.0323886241727294 0.0284059705734158 0.0473522327920632
LAB LAB35 0.244474373016803 0.035784316523793 0.0596468176022333 0.0480482314622088 0.0660382836702179 0.0344995590343127
LAB LAB36 0.167122565148656 0.0399779106950803 0.0565525936917715 0.035784941278844 0.0249208163151009 0.00988630316785965
LAB LAB37 0.193212081438896 0.0453947089030254 0.044571334311341 0.0465158861311913 0.0477583718321866 0.00848925823762166
LAB LAB38 0.18682002939376 0.0343678162903998 0.0361201111612271 0.0308173048981653 0.0130992473417772 0.0719583849781531
LAB LAB39 0.171603160157025 0.027743077027127 0.0383074423630493 0.0283244232354974 0.0211167814774787 0.0556542713298356
LAB LAB4 0.212598763653616 0.0628289643681931 0.0788171958305828 0.0462008200046198 0.0247517834502203 0
LAB LAB40 0.190883531897931 0.0364459536661309 0.0445009201084323 0.0498899313660345 0.0600467267573338 0
LAB LAB41 0.159849994967943 0.031536086015262 0.0436969124924649 0.024798587082586 0.0118396498153665 0.0475215948382259
LAB LAB42 0.244454865148051 0.0391809959878373 0.0422234634664081 0.0710977599051319 0.0286412089464887 0.0628542721181472
LAB LAB43 0.15464434673263 0.0311650340805367 0.0350511647479255 0.0150311317143856 0.025445905700885 0.0474939457648598
LAB LAB44 0.312751403936948 0.0314359735424198 0.0572836932550127 0.063404148768298 0.0380474679986104 0.12212295564857
LAB LAB45 0.219078684696056 0.0304396775242441 0.0350273818311615 0.045379975886325 0.0514023090947548 0.055889653612003
LAB LAB46 0.337429096177635 0.0467904254747652 0.0421676043327266 0.0621894465707212 0.0759927730352146 0.110288846764207
LAB LAB47 0.130511947163481 0.0422256083151282 0.0317682893713835 0.0359186461844828 0.0205994032924868 0
LAB LAB48 0.23735488591995 0.029405342971636 0.0293975425816745 0.0597403912594516 0.0279643532019728 0.0903900911811771
LAB LAB49 0.212605665258035 0.0370692515298809 0.0351391401690208 0.0483013425692628 0.0691900264084693 0.0229059045814015
LAB LAB5 0.19171631960934 0.0284142694748215 0.0285258403861655 0.0237834032111876 0.0417243324375623 0.0688113093755659
LAB LAB50 0.155553289930434 0.0415490558999612 0.027585221676408 0.0352102002393926 0.033303202230228 0.0179056098844439
LAB LAB6 0.221359981211884 0.0419128602452288 0.0205473409460535 0.0380655962358641 0.0375689943878112 0.0828080246728885
LAB LAB7 0.231708008092191 0.0539757759725625 0.0601555172932679 0.0607647646313526 0.0457431438431717 0.0105862843283065
LAB LAB8 0.332080123963225 0.0387472966326517 0.0497126366541857 0.0779078816575384 0.0459765734426554 0.119278570852156
LAB LAB9 0.188337552088042 0.0338037857068511 0.0477875914104913 0.0374462937883819 0.0268000627048979 0.0420426537533825
